#index	label	wavelength	comment
83350	Cu18                396.758A		# type: t, index=6, 14 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3S1 3D1 (1)2( 2.0)
83355	Cu18                220.725A		# type: t, index=6, 15 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3P1 3D1 (3)3( 2.0)
83360	Cu18                2.00789m		# type: t, index=7, 8 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3P2 (3)1( 1.0)
83365	Cu18                2784.85A		# type: t, index=7, 9 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3P2 (3)1( 2.0)
83370	Cu18                803.671A		# type: t, index=7, 10 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3P2 (1)0( 0.0)
83375	Cu18                719.839A		# type: t, index=7, 11 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3S1 3D1 (3)2( 1.0)
83380	Cu18                709.250A		# type: t, index=7, 12 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3S1 3D1 (3)2( 2.0)
83385	Cu18                693.193A		# type: t, index=7, 13 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3S1 3D1 (3)2( 3.0)
83390	Cu18                421.390A		# type: t, index=7, 14 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3S1 3D1 (1)2( 2.0)
83395	Cu18                228.144A		# type: t, index=7, 15 Elow=679710   Stout, 3P2 (1)2( 2.0) -- 3P1 3D1 (3)3( 2.0)
83400	Cu18                3233.32A		# type: t, index=8, 9 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3P2 (3)1( 2.0)
83405	Cu18                837.170A		# type: t, index=8, 10 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3P2 (1)0( 0.0)
83410	Cu18                746.597A		# type: t, index=8, 11 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3S1 3D1 (3)2( 1.0)
83415	Cu18                735.213A		# type: t, index=8, 12 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3S1 3D1 (3)2( 2.0)
83420	Cu18                717.973A		# type: t, index=8, 13 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3S1 3D1 (3)2( 3.0)
83425	Cu18                430.420A		# type: t, index=8, 14 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3S1 3D1 (1)2( 2.0)
83430	Cu18                230.766A		# type: t, index=8, 15 Elow=684689   Stout, 3P2 (3)1( 1.0) -- 3P1 3D1 (3)3( 2.0)
83435	Cu18                1129.55A		# type: t, index=9, 10 Elow=715608   Stout, 3P2 (3)1( 2.0) -- 3P2 (1)0( 0.0)
83440	Cu18                970.666A		# type: t, index=9, 11 Elow=715608   Stout, 3P2 (3)1( 2.0) -- 3S1 3D1 (3)2( 1.0)
83445	Cu18                951.511A		# type: t, index=9, 12 Elow=715608   Stout, 3P2 (3)1( 2.0) -- 3S1 3D1 (3)2( 2.0)
83450	Cu18                922.833A		# type: t, index=9, 13 Elow=715608   Stout, 3P2 (3)1( 2.0) -- 3S1 3D1 (3)2( 3.0)
83455	Cu18                496.495A		# type: t, index=9, 14 Elow=715608   Stout, 3P2 (3)1( 2.0) -- 3S1 3D1 (1)2( 2.0)
83460	Cu18                248.496A		# type: t, index=9, 15 Elow=715608   Stout, 3P2 (3)1( 2.0) -- 3P1 3D1 (3)3( 2.0)
83465	Cu18                6035.15A		# type: t, index=10, 12 Elow=804139   Stout, 3P2 (1)0( 0.0) -- 3S1 3D1 (3)2( 2.0)
83470	Cu18                885.889A		# type: t, index=10, 14 Elow=804139   Stout, 3P2 (1)0( 0.0) -- 3S1 3D1 (1)2( 2.0)
83475	Cu18                318.583A		# type: t, index=10, 15 Elow=804139   Stout, 3P2 (1)0( 0.0) -- 3P1 3D1 (3)3( 2.0)
83480	Cu18                4.82029m		# type: t, index=11, 12 Elow=818630   Stout, 3S1 3D1 (3)2( 1.0) -- 3S1 3D1 (3)2( 2.0)
83485	Cu18                1.87215m		# type: t, index=11, 13 Elow=818630   Stout, 3S1 3D1 (3)2( 1.0) -- 3S1 3D1 (3)2( 3.0)
83490	Cu18                1016.36A		# type: t, index=11, 14 Elow=818630   Stout, 3S1 3D1 (3)2( 1.0) -- 3S1 3D1 (1)2( 2.0)
83495	Cu18                334.002A		# type: t, index=11, 15 Elow=818630   Stout, 3S1 3D1 (3)2( 1.0) -- 3P1 3D1 (3)3( 2.0)
83500	Cu18                3.06101m		# type: t, index=12, 13 Elow=820704   Stout, 3S1 3D1 (3)2( 2.0) -- 3S1 3D1 (3)2( 3.0)
83505	Cu18                1038.25A		# type: t, index=12, 14 Elow=820704   Stout, 3S1 3D1 (3)2( 2.0) -- 3S1 3D1 (1)2( 2.0)
83510	Cu18                336.332A		# type: t, index=12, 15 Elow=820704   Stout, 3S1 3D1 (3)2( 2.0) -- 3P1 3D1 (3)3( 2.0)
83515	Cu18                1074.69A		# type: t, index=13, 14 Elow=823970   Stout, 3S1 3D1 (3)2( 3.0) -- 3S1 3D1 (1)2( 2.0)
83520	Cu18                340.068A		# type: t, index=13, 15 Elow=823970   Stout, 3S1 3D1 (3)2( 3.0) -- 3P1 3D1 (3)3( 2.0)
83525	Cu18                497.490A		# type: t, index=14, 15 Elow=917020   Stout, 3S1 3D1 (1)2( 2.0) -- 3P1 3D1 (3)3( 2.0)
83530	Cu21                592.312A		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p5 2P*3/2 -- 2s2.2p5 2P*1/2
83535	Cu22                420.256A		# type: t, index=1, 4 Elow=0   Stout, 2s2.2p4 3P2 -- 2s2.2p4 1D2
83540	Cu22                657.938A		# type: t, index=1, 3 Elow=0   Stout, 2s2.2p4 3P2 -- 2s2.2p4 3P1
83545	Cu23                434.650A		# type: t, index=1, 3 Elow=0   Stout, 2s2.2p3 4S*3/2 -- 2s2.2p3 2D*5/2
83550	Cu23                585.274A		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p3 4S*3/2 -- 2s2.2p3 2D*3/2
83555	Cu23                1688.90A		# type: t, index=2, 3 Elow=170860   Stout, 2s2.2p3 2D*3/2 -- 2s2.2p3 2D*5/2
83560	Cu24                414.079A		# type: t, index=2, 4 Elow=132120   Stout, 2s2.2p2 3P1 -- 2s2.2p2 1D2
83565	Cu24                539.986A		# type: t, index=3, 4 Elow=188430   Stout, 2s2.2p2 3P2 -- 2s2.2p2 1D2
83570	Cu24                756.888A		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p2 3P0 -- 2s2.2p2 3P1
83575	Cu24                1775.88A		# type: t, index=2, 3 Elow=132120   Stout, 2s2.2p2 3P1 -- 2s2.2p2 3P2
83580	Cu25                522.794A		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p 2P*1/2 -- 2s2.2p 2P*3/2
83585	F  2                605.669A		# type: t, index=1, 7 Elow=0   Stout, 2s2.2p4 3P2 -- 2s.2p5 3P*1
83590	F  2                606.804A		# type: t, index=1, 6 Elow=0   Stout, 2s2.2p4 3P2 -- 2s.2p5 3P*2
83595	F  2                606.923A		# type: t, index=2, 7 Elow=341   Stout, 2s2.2p4 3P1 -- 2s.2p5 3P*1
83600	F  2                607.472A		# type: t, index=3, 7 Elow=489.9   Stout, 2s2.2p4 3P0 -- 2s.2p5 3P*1
83605	F  2                608.062A		# type: t, index=2, 6 Elow=341   Stout, 2s2.2p4 3P1 -- 2s.2p5 3P*2
83610	F  2                2225.58A		# type: t, index=1, 5 Elow=0   Stout, 2s2.2p4 3P2 -- 2s2.2p4 1S0
83615	F  2                2242.61A		# type: t, index=2, 5 Elow=341   Stout, 2s2.2p4 3P1 -- 2s2.2p4 1S0
83620	F  2                4157.75A		# type: t, index=4, 5 Elow=20873.4   Stout, 2s2.2p4 1D2 -- 2s2.2p4 1S0
83625	F  2                4789.45A		# type: t, index=1, 4 Elow=0   Stout, 2s2.2p4 3P2 -- 2s2.2p4 1D2
83630	F  2                4868.99A		# type: t, index=2, 4 Elow=341   Stout, 2s2.2p4 3P1 -- 2s2.2p4 1D2
83635	F  2                4904.56A		# type: t, index=3, 4 Elow=489.9   Stout, 2s2.2p4 3P0 -- 2s2.2p4 1D2
83640	F  2                20.4068m		# type: t, index=1, 3 Elow=0   Stout, 2s2.2p4 3P2 -- 2s2.2p4 3P0
83645	F  2                29.3175m		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p4 3P2 -- 2s2.2p4 3P1
83650	F  2                67.1409m		# type: t, index=2, 3 Elow=341   Stout, 2s2.2p4 3P1 -- 2s2.2p4 3P0
83655	F  3                1939.44A		# type: t, index=1, 5 Elow=0   Stout, 2s2.2p3 4S*3/2 -- 2s2.2p3 2P*3/2
83660	F  3                1939.47A		# type: t, index=1, 4 Elow=0   Stout, 2s2.2p3 4S*3/2 -- 2s2.2p3 2P*1/2
83665	F  3                2929.70A		# type: t, index=1, 3 Elow=0   Stout, 2s2.2p3 4S*3/2 -- 2s2.2p3 2D*3/2
83670	F  3                2932.78A		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p3 4S*3/2 -- 2s2.2p3 2D*5/2
83675	F  3                5721.20A		# type: t, index=2, 5 Elow=34087.4   Stout, 2s2.2p3 2D*5/2 -- 2s2.2p3 2P*3/2
83680	F  3                5721.46A		# type: t, index=2, 4 Elow=34087.4   Stout, 2s2.2p3 2D*5/2 -- 2s2.2p3 2P*1/2
83685	F  3                5732.95A		# type: t, index=3, 5 Elow=34123.2   Stout, 2s2.2p3 2D*3/2 -- 2s2.2p3 2P*3/2
83690	F  3                5733.21A		# type: t, index=3, 4 Elow=34123.2   Stout, 2s2.2p3 2D*3/2 -- 2s2.2p3 2P*1/2
83695	F  3                279.254m		# type: t, index=2, 3 Elow=34087.4   Stout, 2s2.2p3 2D*5/2 -- 2s2.2p3 2D*3/2
83700	F  4                419.645A		# type: t, index=1, 14 Elow=0   Stout, 2s2.2p2 3P0 -- 2s.2p3 3S*1
83705	F  4                420.043A		# type: t, index=2, 14 Elow=226   Stout, 2s2.2p2 3P1 -- 2s.2p3 3S*1
83710	F  4                420.729A		# type: t, index=3, 14 Elow=614   Stout, 2s2.2p2 3P2 -- 2s.2p3 3S*1
83715	F  4                430.759A		# type: t, index=4, 15 Elow=25238.2   Stout, 2s2.2p2 1D2 -- 2s.2p3 1P*1
83720	F  4                490.568A		# type: t, index=5, 15 Elow=53541.2   Stout, 2s2.2p2 1S0 -- 2s.2p3 1P*1
83725	F  4                491.001A		# type: t, index=4, 13 Elow=25238.2   Stout, 2s2.2p2 1D2 -- 2s.2p3 1D*2
83730	F  4                570.640A		# type: t, index=1, 11 Elow=0   Stout, 2s2.2p2 3P0 -- 2s.2p3 3P*1
83735	F  4                571.305A		# type: t, index=2, 12 Elow=226   Stout, 2s2.2p2 3P1 -- 2s.2p3 3P*0
83740	F  4                571.377A		# type: t, index=2, 11 Elow=226   Stout, 2s2.2p2 3P1 -- 2s.2p3 3P*1
83745	F  4                571.393A		# type: t, index=2, 10 Elow=226   Stout, 2s2.2p2 3P1 -- 2s.2p3 3P*2
83750	F  4                572.646A		# type: t, index=3, 11 Elow=614   Stout, 2s2.2p2 3P2 -- 2s.2p3 3P*1
83755	F  4                572.663A		# type: t, index=3, 10 Elow=614   Stout, 2s2.2p2 3P2 -- 2s.2p3 3P*2
83760	F  4                676.117A		# type: t, index=1, 9 Elow=0   Stout, 2s2.2p2 3P0 -- 2s.2p3 3D*1
83765	F  4                677.151A		# type: t, index=2, 9 Elow=226   Stout, 2s2.2p2 3P1 -- 2s.2p3 3D*1
83770	F  4                677.219A		# type: t, index=2, 8 Elow=226   Stout, 2s2.2p2 3P1 -- 2s.2p3 3D*2
83775	F  4                678.935A		# type: t, index=3, 9 Elow=614   Stout, 2s2.2p2 3P2 -- 2s.2p3 3D*1
83780	F  4                679.003A		# type: t, index=3, 8 Elow=614   Stout, 2s2.2p2 3P2 -- 2s.2p3 3D*2
83785	F  4                679.214A		# type: t, index=3, 7 Elow=614   Stout, 2s2.2p2 3P2 -- 2s.2p3 3D*3
83790	F  4                1875.64A		# type: t, index=2, 5 Elow=226   Stout, 2s2.2p2 3P1 -- 2s2.2p2 1S0
83795	F  4                1889.39A		# type: t, index=3, 5 Elow=614   Stout, 2s2.2p2 3P2 -- 2s2.2p2 1S0
83800	F  4                3532.18A		# type: t, index=4, 5 Elow=25238.2   Stout, 2s2.2p2 1D2 -- 2s2.2p2 1S0
83805	F  4                3961.13A		# type: t, index=1, 4 Elow=0   Stout, 2s2.2p2 3P0 -- 2s2.2p2 1D2
83810	F  4                3996.92A		# type: t, index=2, 4 Elow=226   Stout, 2s2.2p2 3P1 -- 2s2.2p2 1D2
83815	F  4                4059.90A		# type: t, index=3, 4 Elow=614   Stout, 2s2.2p2 3P2 -- 2s2.2p2 1D2
83820	F  4                16.2822m		# type: t, index=1, 3 Elow=0   Stout, 2s2.2p2 3P0 -- 2s2.2p2 3P2
83825	F  4                25.7662m		# type: t, index=2, 3 Elow=226   Stout, 2s2.2p2 3P1 -- 2s2.2p2 3P2
83830	F  4                44.2357m		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p2 3P0 -- 2s2.2p2 3P1
83835	F  5                13.4282m		# type: t, index=1, 2 Elow=0   Stout, 2s2.2p 2P*1/2 -- 2s2.2p 2P*3/2
83840	F  6                1032.52A		# type: t, index=1, 3 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2s.2p 3P*1
83845	F  6                1026.41A		# type: t, index=1, 4 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2s.2p 3P*2
83850	F  6                535.206A		# type: t, index=1, 5 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2s.2p 1P*1
83855	F  6                397.410A		# type: t, index=1, 7 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2p2 3P1
83860	F  6                396.607A		# type: t, index=1, 8 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2p2 3P2
83865	F  6                364.163A		# type: t, index=1, 9 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2p2 1D2
83870	F  6                126.929A		# type: t, index=1, 13 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2s.3p 1P*1
83875	F  6                126.532A		# type: t, index=1, 15 Elow=0   Stout, 1s2.2s2 1S0 -- 1s2.2s.3p 3P*1
83880	F  6                38.4511m		# type: t, index=2, 3 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2s.2p 3P*1
83885	F  6                11.9442m		# type: t, index=2, 4 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2s.2p 3P*2
83890	F  6                1107.98A		# type: t, index=2, 5 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2s.2p 1P*1
83895	F  6                644.999A		# type: t, index=2, 7 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2p2 3P1
83900	F  6                642.884A		# type: t, index=2, 8 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2p2 3P2
83905	F  6                561.760A		# type: t, index=2, 9 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2p2 1D2
83910	F  6                153.682A		# type: t, index=2, 11 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2s.3s 3S1
83915	F  6                144.665A		# type: t, index=2, 13 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2s.3p 1P*1
83920	F  6                144.150A		# type: t, index=2, 15 Elow=96590   Stout, 1s2.2s.2p 3P*0 -- 1s2.2s.3p 3P*1
83925	F  6                17.3263m		# type: t, index=3, 4 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.2p 3P*2
83930	F  6                1111.19A		# type: t, index=3, 5 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.2p 1P*1
83935	F  6                647.308A		# type: t, index=3, 6 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2p2 3P0
83940	F  6                646.082A		# type: t, index=3, 7 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2p2 3P1
83945	F  6                643.961A		# type: t, index=3, 8 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2p2 3P2
83950	F  6                562.582A		# type: t, index=3, 9 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2p2 1D2
83955	F  6                410.536A		# type: t, index=3, 10 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2p2 1S0
83960	F  6                153.743A		# type: t, index=3, 11 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.3s 3S1
83965	F  6                149.803A		# type: t, index=3, 12 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.3s 1S0
83970	F  6                144.719A		# type: t, index=3, 13 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.3p 1P*1
83975	F  6                144.219A		# type: t, index=3, 14 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.3p 3P*0
83980	F  6                144.204A		# type: t, index=3, 15 Elow=96850   Stout, 1s2.2s.2p 3P*1 -- 1s2.2s.3p 3P*1
83985	F  6                1118.36A		# type: t, index=4, 5 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2s.2p 1P*1
83990	F  6                649.735A		# type: t, index=4, 6 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2p2 3P0
83995	F  6                648.500A		# type: t, index=4, 7 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2p2 3P1
84000	F  6                646.362A		# type: t, index=4, 8 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2p2 3P2
84005	F  6                564.414A		# type: t, index=4, 9 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2p2 1D2
84010	F  6                411.511A		# type: t, index=4, 10 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2p2 1S0
84015	F  6                153.880A		# type: t, index=4, 11 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2s.3s 3S1
84020	F  6                149.933A		# type: t, index=4, 12 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2s.3s 1S0
84025	F  6                144.840A		# type: t, index=4, 13 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2s.3p 1P*1
84030	F  6                144.339A		# type: t, index=4, 14 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2s.3p 3P*0
84035	F  6                144.324A		# type: t, index=4, 15 Elow=97427   Stout, 1s2.2s.2p 3P*2 -- 1s2.2s.3p 3P*1
84040	F  6                1550.58A		# type: t, index=5, 6 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2p2 3P0
84045	F  6                1543.57A		# type: t, index=5, 7 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2p2 3P1
84050	F  6                1531.51A		# type: t, index=5, 8 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2p2 3P2
84055	F  6                1139.50A		# type: t, index=5, 9 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2p2 1D2
84060	F  6                651.084A		# type: t, index=5, 10 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2p2 1S0
84065	F  6                178.431A		# type: t, index=5, 11 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2s.3s 3S1
84070	F  6                173.146A		# type: t, index=5, 12 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2s.3s 1S0
84075	F  6                166.389A		# type: t, index=5, 13 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2s.3p 1P*1
84080	F  6                165.729A		# type: t, index=5, 14 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2s.3p 3P*0
84085	F  6                165.709A		# type: t, index=5, 15 Elow=186844   Stout, 1s2.2s.2p 1P*1 -- 1s2.2s.3p 3P*1
84090	F  6                34.1204m		# type: t, index=6, 7 Elow=251336   Stout, 1s2.2p2 3P0 -- 1s2.2p2 3P1
84095	F  6                12.4499m		# type: t, index=6, 8 Elow=251336   Stout, 1s2.2p2 3P0 -- 1s2.2p2 3P2
84100	F  6                4296.91A		# type: t, index=6, 9 Elow=251336   Stout, 1s2.2p2 3P0 -- 1s2.2p2 1D2
84105	F  6                201.634A		# type: t, index=6, 11 Elow=251336   Stout, 1s2.2p2 3P0 -- 1s2.2s.3s 3S1
84110	F  6                186.391A		# type: t, index=6, 13 Elow=251336   Stout, 1s2.2p2 3P0 -- 1s2.2s.3p 1P*1
84115	F  6                185.537A		# type: t, index=6, 15 Elow=251336   Stout, 1s2.2p2 3P0 -- 1s2.2s.3p 3P*1
84120	F  6                19.6025m		# type: t, index=7, 8 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2p2 3P2
84125	F  6                4351.71A		# type: t, index=7, 9 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2p2 1D2
84130	F  6                1126.06A		# type: t, index=7, 10 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2p2 1S0
84135	F  6                201.753A		# type: t, index=7, 11 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2s.3s 3S1
84140	F  6                195.022A		# type: t, index=7, 12 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2s.3s 1S0
84145	F  6                186.492A		# type: t, index=7, 13 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2s.3p 1P*1
84150	F  6                185.663A		# type: t, index=7, 14 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2s.3p 3P*0
84155	F  6                185.638A		# type: t, index=7, 15 Elow=251629   Stout, 1s2.2p2 3P1 -- 1s2.2s.3p 3P*1
84160	F  6                4450.52A		# type: t, index=8, 9 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2p2 1D2
84165	F  6                1132.57A		# type: t, index=8, 10 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2p2 1S0
84170	F  6                201.961A		# type: t, index=8, 11 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2s.3s 3S1
84175	F  6                195.216A		# type: t, index=8, 12 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2s.3s 1S0
84180	F  6                186.670A		# type: t, index=8, 13 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2s.3p 1P*1
84185	F  6                185.839A		# type: t, index=8, 14 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2s.3p 3P*0
84190	F  6                185.814A		# type: t, index=8, 15 Elow=252139   Stout, 1s2.2p2 3P2 -- 1s2.2s.3p 3P*1
84195	F  6                1519.02A		# type: t, index=9, 10 Elow=274602   Stout, 1s2.2p2 1D2 -- 1s2.2p2 1S0
84200	F  6                211.559A		# type: t, index=9, 11 Elow=274602   Stout, 1s2.2p2 1D2 -- 1s2.2s.3s 3S1
84205	F  6                204.169A		# type: t, index=9, 12 Elow=274602   Stout, 1s2.2p2 1D2 -- 1s2.2s.3s 1S0
84210	F  6                194.840A		# type: t, index=9, 13 Elow=274602   Stout, 1s2.2p2 1D2 -- 1s2.2s.3p 1P*1
84215	F  6                193.935A		# type: t, index=9, 14 Elow=274602   Stout, 1s2.2p2 1D2 -- 1s2.2s.3p 3P*0
84220	F  6                193.907A		# type: t, index=9, 15 Elow=274602   Stout, 1s2.2p2 1D2 -- 1s2.2s.3p 3P*1
84225	F  6                245.791A		# type: t, index=10, 11 Elow=340434   Stout, 1s2.2p2 1S0 -- 1s2.2s.3s 3S1
84230	F  6                223.509A		# type: t, index=10, 13 Elow=340434   Stout, 1s2.2p2 1S0 -- 1s2.2s.3p 1P*1
84235	F  6                222.282A		# type: t, index=10, 15 Elow=340434   Stout, 1s2.2p2 1S0 -- 1s2.2s.3p 3P*1
84240	F  6                2464.74A		# type: t, index=11, 13 Elow=747284   Stout, 1s2.2s.3s 3S1 -- 1s2.2s.3p 1P*1
84245	F  6                2327.25A		# type: t, index=11, 14 Elow=747284   Stout, 1s2.2s.3s 3S1 -- 1s2.2s.3p 3P*0
84250	F  6                2323.35A		# type: t, index=11, 15 Elow=747284   Stout, 1s2.2s.3s 3S1 -- 1s2.2s.3p 3P*1
84255	F  6                4262.83A		# type: t, index=12, 13 Elow=764392   Stout, 1s2.2s.3s 1S0 -- 1s2.2s.3p 1P*1
84260	F  6                3856.93A		# type: t, index=12, 15 Elow=764392   Stout, 1s2.2s.3s 1S0 -- 1s2.2s.3p 3P*1
84265	F  6                4.17248m		# type: t, index=13, 14 Elow=787844   Stout, 1s2.2s.3p 1P*1 -- 1s2.2s.3p 3P*0
84270	F  6                4.05076m		# type: t, index=13, 15 Elow=787844   Stout, 1s2.2s.3p 1P*1 -- 1s2.2s.3p 3P*1
84275	F  6                138.851m		# type: t, index=14, 15 Elow=790240   Stout, 1s2.2s.3p 3P*0 -- 1s2.2s.3p 3P*1
84280	F  7                86.7295A		# type: t, index=1, 11 Elow=0   Stout, 1s2.2s 2S1/2 -- 1s2.4p 2P*3/2
84285	F  7                86.7383A		# type: t, index=1, 10 Elow=0   Stout, 1s2.2s 2S1/2 -- 1s2.4p 2P*1/2
84290	F  7                97.2600A		# type: t, index=2, 9 Elow=112260   Stout, 1s2.2p 2P*1/2 -- 1s2.4s 2S1/2
84295	F  7                97.3524A		# type: t, index=3, 9 Elow=113236   Stout, 1s2.2p 2P*3/2 -- 1s2.4s 2S1/2
84300	F  7                112.942A		# type: t, index=1, 6 Elow=0   Stout, 1s2.2s 2S1/2 -- 1s2.3p 2P*3/2
84305	F  7                112.978A		# type: t, index=1, 5 Elow=0   Stout, 1s2.2s 2S1/2 -- 1s2.3p 2P*1/2
84310	F  7                127.655A		# type: t, index=2, 7 Elow=112260   Stout, 1s2.2p 2P*1/2 -- 1s2.3d 2D3/2
84315	F  7                127.800A		# type: t, index=3, 8 Elow=113236   Stout, 1s2.2p 2P*3/2 -- 1s2.3d 2D5/2
84320	F  7                127.815A		# type: t, index=3, 7 Elow=113236   Stout, 1s2.2p 2P*3/2 -- 1s2.3d 2D3/2
84325	F  7                134.705A		# type: t, index=2, 4 Elow=112260   Stout, 1s2.2p 2P*1/2 -- 1s2.3s 2S1/2
84330	F  7                134.883A		# type: t, index=3, 4 Elow=113236   Stout, 1s2.2p 2P*3/2 -- 1s2.3s 2S1/2
84335	F  7                335.133A		# type: t, index=4, 11 Elow=854621   Stout, 1s2.3s 2S1/2 -- 1s2.4p 2P*3/2
84340	F  7                335.264A		# type: t, index=4, 10 Elow=854621   Stout, 1s2.3s 2S1/2 -- 1s2.4p 2P*1/2
84345	F  7                391.690A		# type: t, index=5, 9 Elow=885128   Stout, 1s2.3p 2P*1/2 -- 1s2.4s 2S1/2
84350	F  7                392.129A		# type: t, index=6, 9 Elow=885414   Stout, 1s2.3p 2P*3/2 -- 1s2.4s 2S1/2
84355	F  7                883.111A		# type: t, index=1, 3 Elow=0   Stout, 1s2.2s 2S1/2 -- 1s2.2p 2P*3/2
84360	F  7                890.789A		# type: t, index=1, 2 Elow=0   Stout, 1s2.2s 2S1/2 -- 1s2.2p 2P*1/2
84365	F  7                3246.55A		# type: t, index=4, 6 Elow=854621   Stout, 1s2.3s 2S1/2 -- 1s2.3p 2P*3/2
84370	F  7                3276.99A		# type: t, index=4, 5 Elow=854621   Stout, 1s2.3s 2S1/2 -- 1s2.3p 2P*1/2
84375	F  7                7948.20A		# type: t, index=9, 11 Elow=1140432   Stout, 1s2.4s 2S1/2 -- 1s2.4p 2P*3/2
84380	F  7                8022.83A		# type: t, index=9, 10 Elow=1140432   Stout, 1s2.4s 2S1/2 -- 1s2.4p 2P*1/2
